video_name,average_ear,ear_std_dev,blink_rate,avg_blink_duration,label
01_20__talking_angry_couch__FW94AIMJ.mp4,0.28059924273784526,0.09926460736751302,30.512645249487353,0.4569892473118282,1
19_10__walking_down_street_outside_angry__QNZIMEJH.mp4,0.2537006718705474,0.022238306647249798,60.37735849056604,0.0916666666666669,1
14_13__walking_outside_cafe_disgusted__KMQ3AW6A.mp4,0.2639944759956431,0.03893219958911498,64.13793103448275,0.13844086021505414,1
03_15__kitchen_still__OY4I7ZU8.mp4,0.3428087703435585,0.06139643707240765,30.157068062827225,0.10000000000000057,1
03_18__talking_angry_couch__22UBC0BS.mp4,0.22754833785326628,0.04388027201639671,146.87801516195728,0.17623873873873874,1
15_20__hugging_happy__99NHTFBM.mp4,0.23773347676427425,0.09648857605339535,64.57399103139014,0.33194444444444465,1
15_07__kitchen_still__9Z2MLKVX.mp4,0.17539411412006417,0.0878689186839117,71.58381502890174,0.554263565891473,1
12_15__kitchen_pan__RK17XFJ9.mp4,0.34028800736537007,0.0589789660206252,14.736842105263158,0.10714285714285712,1
03_15__walk_down_hall_angry__T5SHH2UL.mp4,0.33282080719384466,0.057185683280745414,16.628175519630485,0.058333333333333334,1
14_18__walking_down_indoor_hall_disgust__0YRBHIKG.mp4,0.2921257944227338,0.12048619720236425,63.862660944206006,0.1733870967741936,1
14_15__hugging_happy__3FRJCJ0V.mp4,0.27690593085821213,0.06800571258291221,21.492537313432837,0.0625000000000003,1
12_03__walking_outside_cafe_disgusted__D7G6YJON.mp4,0.2509491813573622,0.04808489758340592,75.44910179640719,0.13690476190476195,1
13_02__walking_outside_cafe_disgusted__CP5HFV3K.mp4,0.24403823540680714,0.06519939692017872,76.23529411764707,0.17824074074074064,1
12_13__kitchen_still__BFH4F0N8.mp4,0.27946982463577796,0.02219737665204359,4.033613445378151,0.10416666666666663,1
03_07__talking_against_wall__BKLOCI1M.mp4,0.2850238026889952,0.07655586856265373,44.30769230769231,0.18601190476190466,1
02_06__podium_speech_happy__SU4OQCS9.mp4,0.28625422257780964,0.09204951859664717,40.14869888475836,0.2472222222222218,1
14_03__walking_down_street_outside_angry__PLCQJM81.mp4,0.2786365858111417,0.0830490878530569,51.58878504672897,0.16847826086956502,1
07_12__walking_down_street_outside_angry__1MSOAVLL.mp4,0.3196929777296743,0.06058523157699011,15.104895104895107,0.38194444444444375,1
07_03__secret_conversation__IFSURI9X.mp4,0.42455829545752605,0.10609092322312684,4.2105263157894735,0.08333333333333304,1
15_06__walking_and_outside_surprised__E98QYYXO.mp4,0.29784952938314146,0.10075763313386304,63.114186851211066,0.18421052631578974,1
02_15__podium_speech_happy__I8G2LWD1.mp4,0.2914975093798686,0.09585330567085794,38.81040892193308,0.2643678160919541,1
15_02__walking_and_outside_surprised__I8G2LWD1.mp4,0.280945762945906,0.092484449570302,89.79214780600462,0.18055555555555586,1
02_09__walking_down_street_outside_angry__HIH8YA82.mp4,0.28481747971240806,0.028747682415629867,11.900826446280991,0.11458333333333326,1
09_20__podium_speech_happy__O5X0AWR9.mp4,0.21563580356949397,0.06657737482263647,97.12609970674487,0.2820048309178742,1
13_09__kitchen_still__NDMHWBT1.mp4,0.2419843797651747,0.06499586866161447,53.88387096774194,0.2931034482758617,1
13_04__walking_outside_cafe_disgusted__00T3UYOR.mp4,0.22259971182028238,0.0567699135440311,78.78419452887537,0.2129629629629627,1
07_04__kitchen_pan__M2NBCLFR.mp4,0.32317651400815056,0.1269831141967094,35.862068965517246,0.3910256410256413,1
12_15__walk_down_hall_angry__N0SRODQD.mp4,0.3591802502527491,0.07255697080158176,17.866004962779154,0.19999999999999962,1
14_13__talking_angry_couch__KMQ3AW6A.mp4,0.3479039540903747,0.057253083030130415,12.31578947368421,0.06410256410256429,1
06_04__outside_talking_still_laughing__ZK95PQDE.mp4,0.1874044507583573,0.058975223038786155,92.5560538116592,0.4689922480620154,1
09_13__kitchen_pan__21H6XSPE.mp4,0.3245542419897862,0.07137788174541213,11.128284389489954,0.5583333333333336,1
14_15__hugging_happy__4SO1CSAM.mp4,0.32744512828493144,0.07357079060301096,13.584905660377357,0.08333333333333304,1
08_16__podium_speech_happy__8Q7JCS95.mp4,0.2550934813857263,0.07561344700253851,56.470588235294116,0.43948412698412703,1
13_07__exit_phone_room__RVQCPCJF.mp4,0.238534102115836,0.0332336349235164,160.36363636363637,0.13520408163265296,1
14_20__walk_down_hall_angry__R7SPX6OK.mp4,0.34535253244513425,0.05456774899603355,5.142857142857143,0.39583333333333215,1
15_07__hugging_happy__9Z2MLKVX.mp4,0.2176473662417232,0.09274288181857505,66.56394453004621,0.3555555555555551,1
06_03__kitchen_still__1IXGY2FK.mp4,0.3620041433098459,0.09206653807363685,51.9344262295082,0.10227272727272743,1
01_04__talking_angry_couch__0XUW13RW.mp4,0.29761745593750233,0.08975801738433353,36.36860068259386,0.3063063063063071,1
07_21__secret_conversation__MKU99DVX.mp4,0.39059581657184017,0.10013855904195565,8.0,0.14583333333333348,1
09_21__exit_phone_room__JEELOMN2.mp4,0.25381539134374026,0.025581990198060876,72.0,0.09259259259259246,1
13_03__exit_phone_room__GBYWJW06.mp4,0.3246855442112755,0.05667640077879143,16.9811320754717,0.16666666666666644,1
07_09__walking_outside_cafe_disgusted__N9CWME71.mp4,0.21584028324143528,0.02338341066378226,122.5531914893617,0.21875000000000003,1
03_21__secret_conversation__YCSEBZO4.mp4,0.4289466545400206,0.08574794155348689,0.0,0.0,1
05_17__talking_against_wall__YTJYYDO9.mp4,0.30030091782100293,0.0280239820418102,25.868263473053894,0.1138888888888888,1
03_07__walk_down_hall_angry__6PHZRQ4H.mp4,0.3215858729486526,0.052166894089642965,12.914798206278027,0.29166666666666696,1
14_06__podium_speech_happy__8U9ULZDT.mp4,0.3298792460398248,0.04487467289445877,18.559514783927217,0.10539215686274551,1
03_18__outside_talking_still_laughing__N72YE748.mp4,0.2146665262786877,0.04719636949899107,158.2924226254002,0.2354368932038835,1
14_03__exit_phone_room__KJ221YN0.mp4,0.31283169875556865,0.07774616561973421,25.88235294117647,0.23106060606060577,1
07_03__kitchen_pan__PWXXULHR.mp4,0.3449530862965372,0.14128068149772802,26.229508196721312,0.566666666666666,1
03_07__kitchen_still__WPT3Z2KN.mp4,0.3413282019070474,0.0822626063060743,25.63350785340314,0.20833333333333387,1
02_15__walking_down_street_outside_angry__I8G2LWD1.mp4,0.32540964187384036,0.049131740785871396,8.907216494845361,0.19444444444444522,1
06_07__podium_speech_happy__NMGYPBXE.mp4,0.2675151908067663,0.10391525151208587,58.705035971223026,0.28349673202614395,1
07_02__exit_phone_room__9NVRE2KQ.mp4,0.35093502574356333,0.04144209034747723,6.63594470046083,0.2708333333333328,1
15_04__kitchen_pan__46TJ9IOJ.mp4,0.22893374862635207,0.1229477873023452,53.69491525423729,0.46969696969696967,1
09_03__talking_against_wall__8DTEGQ54.mp4,0.1675835848474696,0.05132849875978293,10.338461538461537,4.261904761904762,1
05_16__exit_phone_room__B62WCGUN.mp4,0.35298681976768964,0.04388881889515985,7.111111111111112,0.22916666666666696,1
15_03__walking_and_outside_surprised__OY4I7ZU8.mp4,0.2986182572072541,0.09585647558186533,64.92485549132948,0.15491452991453009,1
04_21__outside_talking_still_laughing__5Y31RZP8.mp4,0.2362387776573155,0.03198702804744547,179.55555555555554,0.13036303630363041,1
01_02__hugging_happy__YVGY8LOK.mp4,0.3312904956119338,0.09650787442812912,34.878892733564015,0.20833333333333326,1
03_02__meeting_serious__ZESUJMM7.mp4,0.3752106687045885,0.07625592789664447,22.5,0.10555555555555567,1
07_06__podium_speech_happy__NMGYPBXE.mp4,0.329170349528046,0.07690498769046783,42.985074626865675,0.15234374999999994,1
03_26__meeting_serious__WBSXBL82.mp4,0.29295460298589826,0.0693304302774703,22.570532915360502,0.39166666666666716,1
