video_name,average_ear,ear_std_dev,blink_rate,avg_blink_duration,label
09__talking_against_wall.mp4,0.25852762346551245,0.06158987720584859,22.153846153846153,0.29999999999999993,0
12__outside_talking_still_laughing.mp4,0.21450164572256253,0.047303240405944406,141.44378698224853,0.27560240963855387,0
03__exit_phone_room.mp4,0.32314070953630974,0.07138359922947646,9.290322580645162,0.5104166666666659,0
24__walking_outside_cafe_disgusted.mp4,0.25387264460415393,0.059737997704774115,66.16686819830713,0.1611842105263158,0
22__outside_talking_still_laughing.mp4,0.27065564543275367,0.044774843415560074,28.195804195804193,0.26785714285714296,0
12__walking_down_indoor_hall_disgust.mp4,0.3102039675935671,0.08458300793223412,51.2,0.13368055555555527,0
10__talking_against_wall.mp4,0.31367235526173426,0.03384757690178536,1.4048780487804877,0.2083333333333357,0
14__walking_down_indoor_hall_disgust.mp4,0.31535861300945994,0.1751533468650141,54.06143344709898,0.24545454545454523,0
21__hugging_happy.mp4,0.2742048658389613,0.05168691226391042,89.08474576271188,0.1095890410958909,0
24__outside_talking_pan_laughing.mp4,0.21566941838437576,0.06122890182882659,94.35897435897435,0.31793478260869573,0
15__walking_and_outside_surprised.mp4,0.3071405784238639,0.09640204324007,47.45454545454546,0.20833333333333343,0
12__exit_phone_room.mp4,0.3583443151688596,0.022033152337915474,1.6143497757847534,0.125,0
14__exit_phone_room.mp4,0.2758054442846952,0.07722648733657773,24.18320610687023,0.28030303030302994,0
20__walk_down_hall_angry.mp4,0.3041412527276767,0.0408295116838545,19.23205342237062,0.078125,0
09__walk_down_hall_angry.mp4,0.2832411985187469,0.07696513339596091,12.494577006507594,0.33333333333333304,0
01__outside_talking_still_laughing.mp4,0.19399503852939623,0.06148173731510654,45.687426556991774,0.9552469135802469,0
01__walking_and_outside_surprised.mp4,0.2720117777332313,0.10777276565094325,95.55760368663594,0.21238425925925947,0
15__podium_speech_happy.mp4,0.25005366293672254,0.08751618475362975,63.44055944055943,0.28769841269841256,0
13__outside_talking_still_laughing.mp4,0.23054632274765244,0.06536514389100523,113.16628701594533,0.19323671497584566,0
24__walking_down_street_outside_angry.mp4,0.3133946691806296,0.02434292688304859,11.792538671519564,0.0740740740740746,0
07__kitchen_still.mp4,0.3104278194929374,0.12981985877383193,32.57142857142857,0.4342105263157898,0
27__outside_talking_pan_laughing.mp4,0.18225597146539363,0.05324186375819212,63.22946175637394,0.575268817204301,0
16__kitchen_pan.mp4,0.3428404739201611,0.10543984322364826,36.66195190947666,0.21759259259259264,0
12__talking_angry_couch.mp4,0.32544461807270836,0.07697656080994253,18.728323699421967,0.25462962962962965,0
09__kitchen_pan.mp4,0.32867144587441804,0.05404496815256938,10.241820768136558,0.45833333333333365,0
25__secret_conversation.mp4,0.38645862679106213,0.09353282710655851,16.0,0.0694444444444448,0
26__talking_angry_couch.mp4,0.28261276162592963,0.09095192689973548,54.06143344709898,0.20530303030303007,0
22__walking_and_outside_surprised.mp4,0.321742126826917,0.07460575166737204,21.333333333333336,0.1692708333333336,0
26__exit_phone_room.mp4,0.31752419382609914,0.0730797774037405,7.559055118110236,0.6041666666666674,0
06__outside_talking_pan_laughing.mp4,0.22948695436520822,0.0852426140470209,89.20353982300885,0.2797619047619046,0
19__kitchen_pan.mp4,0.31796183100818187,0.06586816941658086,17.91044776119403,0.15833333333333338,0
07__exit_phone_room.mp4,0.3513460413937198,0.06249541968984382,14.784394250513346,0.19166666666666696,0
27__talking_against_wall.mp4,0.20066060742289332,0.06781723604153628,133.27659574468086,0.3309386973180076,0
